"","number","color"
"7378",8,"Blue"
"7379",9,"Blue"
"7380",10,"Red"
"7381",1,"Black"
"7382",2,"Blue"
"7383",3,"Blue"
"7384",4,"Black"
"7385",5,"Red"
"7386",6,"Blue"
"7387",7,"Black"
"7388",8,"Black"
"7389",9,"Red"
"7390",10,"Blue"
"7391",1,"Blue"
"7392",2,"Black"
"7393",3,"Blue"
"7394",4,"Black"
"7395",5,"Red"
"7396",6,"Black"
"7397",7,"Black"
"7398",8,"Blue"
"7399",9,"Red"
"7400",10,"Red"
"7401",1,"Black"
"7402",2,"Red"
"7403",3,"Black"
"7404",4,"Red"
"7405",5,"Black"
"7406",6,"Blue"
"7407",7,"Blue"
"7408",8,"Black"
"7409",9,"Black"
"7410",10,"Blue"
"7411",1,"Black"
"7412",2,"Red"
"7413",3,"Blue"
"7414",4,"Black"
"7415",5,"Red"
"7416",6,"Black"
"7417",7,"Blue"
"7418",8,"Black"
"7419",9,"Blue"
"7420",10,"Blue"
"7421",1,"Red"
"7422",2,"Blue"
"7423",3,"Black"
"7424",4,"Red"
"7425",5,"Red"
"7426",6,"Blue"
"7427",7,"Black"
"7428",8,"Red"
"7429",9,"Blue"
"7430",10,"Black"
"7431",1,"Red"
"7432",2,"Blue"
"7433",3,"Blue"
"7434",4,"Black"
"7435",5,"Blue"
"7436",6,"Black"
"7437",7,"Black"
"7438",8,"Black"
"7439",9,"Black"
"7440",10,"Blue"
"7441",1,"Black"
"7442",2,"Red"
"7443",3,"Black"
"7444",4,"Black"
"7445",5,"Red"
"7446",6,"Black"
"7447",7,"Black"
"7448",8,"Black"
"7449",9,"Black"
"7450",10,"Red"
"7451",1,"Red"
"7452",2,"Red"
"7453",3,"Blue"
"7454",4,"Black"
"7455",5,"Blue"
"7456",6,"Black"
"7457",7,"Red"
"7458",8,"Red"
"7459",9,"Red"
"7460",10,"Blue"
"7461",1,"Red"
"7462",2,"Red"
"7463",3,"Blue"
"7464",4,"Black"
"7465",5,"Blue"
"7466",6,"Blue"
"7467",7,"Blue"
"7468",8,"Black"
"7469",9,"Black"
"7470",10,"Blue"
"7471",1,"Black"
"7472",2,"Red"
"7473",3,"Blue"
"7474",4,"Blue"
"7475",5,"Blue"
"7476",6,"Black"
"7477",7,"Blue"
"7478",8,"Black"
"7479",9,"Red"
"7480",10,"Red"
"7481",1,"Black"
"7482",2,"Black"
"7483",3,"Red"
"7484",4,"Black"
"7485",5,"Black"
"7486",6,"Red"
"7487",7,"Red"
"7488",8,"Black"
"7489",9,"Black"
"7490",10,"Red"
"7491",1,"Blue"
"7492",2,"Blue"
"7493",3,"Black"
"7494",4,"Red"
"7495",5,"Black"
"7496",6,"Blue"
"7497",7,"Black"
"7498",8,"Black"
"7499",9,"Blue"
"7500",10,"Blue"
"7501",1,"Red"
"7502",2,"Black"
"7503",3,"Blue"
"7504",4,"Black"
"7505",5,"Black"
"7506",6,"Black"
"7507",7,"Black"
"7508",8,"Red"
"7509",9,"Red"
"7510",10,"Red"
"7511",1,"Red"
"7512",2,"Blue"
"7513",3,"Black"
"7514",4,"Blue"
"7515",5,"Black"
"7516",6,"Blue"
"7517",7,"Red"
"7518",8,"Red"
"7519",9,"Red"
"7520",10,"Black"
"7521",1,"Red"
"7522",2,"Black"
"7523",3,"Blue"
"7524",4,"Blue"
"7525",5,"Red"
"7526",6,"Red"
"7527",7,"Blue"
"7528",8,"Black"
"7529",9,"Red"
"7530",10,"Blue"
"7531",1,"Blue"
"7532",2,"Blue"
"7533",3,"Red"
"7534",4,"Black"
"7535",5,"Blue"
"7536",6,"Blue"
"7537",7,"Black"
"7538",8,"Black"
"7539",9,"Red"
"7540",10,"Blue"
"7541",1,"Black"
"7542",2,"Blue"
"7543",3,"Black"
"7544",4,"Black"
"7545",5,"Black"
"7546",6,"Blue"
"7547",7,"Blue"
"7548",8,"Red"
"7549",9,"Red"
"7550",10,"Blue"
"7551",1,"Black"
"7552",2,"Blue"
"7553",3,"Red"
"7554",4,"Red"
"7555",5,"Black"
"7556",6,"Black"
"7557",7,"Black"
"7558",8,"Blue"
"7559",9,"Black"
"7560",10,"Red"
"7561",1,"Blue"
"7562",2,"Blue"
"7563",3,"Black"
"7564",4,"Black"
"7565",5,"Blue"
"7566",6,"Blue"
"7567",7,"Black"
"7568",8,"Black"
"7569",9,"Red"
"7570",10,"Black"
"7571",1,"Blue"
"7572",2,"Black"
"7573",3,"Red"
"7574",4,"Red"
"7575",5,"Blue"
"7576",6,"Red"
"7577",7,"Blue"
"7578",8,"Blue"
"7579",9,"Blue"
"7580",10,"Black"
"7581",1,"Red"
"7582",2,"Black"
"7583",3,"Black"
"7584",4,"Black"
"7585",5,"Black"
"7586",6,"Black"
"7587",7,"Red"
"7588",8,"Blue"
"7589",9,"Blue"
"7590",10,"Black"
"7591",1,"Black"
"7592",2,"Black"
"7593",3,"Black"
"7594",4,"Blue"
"7595",5,"Blue"
"7596",6,"Blue"
"7597",7,"Red"
"7598",8,"Black"
"7599",9,"Blue"
"7600",10,"Red"
"7601",1,"Blue"
"7602",2,"Blue"
"7603",3,"Black"
"7604",4,"Black"
"7605",5,"Black"
"7606",6,"Blue"
"7607",7,"Black"
"7608",8,"Black"
"7609",9,"Blue"
"7610",10,"Blue"
"7611",1,"Black"
"7612",2,"Black"
"7613",3,"Blue"
"7614",4,"Blue"
"7615",5,"Black"
"7616",6,"Blue"
"7617",7,"Blue"
"7618",8,"Red"
"7619",9,"Red"
"7620",10,"Black"
"7621",1,"Red"
"7622",2,"Blue"
"7623",3,"Blue"
"7624",4,"Blue"
"7625",5,"Black"
"7626",6,"Black"
"7627",7,"Red"
"7628",8,"Blue"
"7629",9,"Blue"
"7630",10,"Red"
"7631",1,"Black"
"7632",2,"Black"
"7633",3,"Red"
"7634",4,"Red"
"7635",5,"Red"
"7636",6,"Black"
"7637",7,"Black"
"7638",8,"Black"
"7639",9,"Red"
"7640",10,"Black"
"7641",1,"Black"
"7642",2,"Black"
"7643",3,"Red"
"7644",4,"Black"
"7645",5,"Black"
"7646",6,"Red"
"7647",7,"Blue"
"7648",8,"Red"
"7649",9,"Black"
"7650",10,"Blue"
"7651",1,"Blue"
"7652",2,"Red"
"7653",3,"Black"
"7654",4,"Red"
"7655",5,"Blue"
"7656",6,"Blue"
"7657",7,"Blue"
"7658",8,"Blue"
"7659",9,"Red"
"7660",10,"Blue"
"7661",1,"Blue"
"7662",2,"Blue"
"7663",3,"Blue"
"7664",4,"Blue"
"7665",5,"Blue"
"7666",6,"Black"
"7667",7,"Red"
"7668",8,"Black"
"7669",9,"Red"
"7670",10,"Black"
"7671",1,"Blue"
"7672",2,"Black"
"7673",3,"Red"
"7674",4,"Black"
"7675",5,"Blue"
"7676",6,"Blue"
"7677",7,"Blue"
"7678",8,"Blue"
"7679",9,"Black"
"7680",10,"Blue"
"7681",1,"Blue"
"7682",2,"Blue"
"7683",3,"Blue"
"7684",4,"Black"
"7685",5,"Black"
"7686",6,"Red"
"7687",7,"Black"
"7688",8,"Red"
"7689",9,"Black"
"7690",10,"Blue"
"7691",1,"Black"
"7692",2,"Blue"
"7693",3,"Red"
"7694",4,"Red"
"7695",5,"Blue"
"7696",6,"Red"
"7697",7,"Black"
"7698",8,"Black"
"7699",9,"Black"
"7700",10,"Red"
"7701",1,"Black"
"7702",2,"Blue"
"7703",3,"Black"
"7704",4,"Black"
"7705",5,"Blue"
"7706",6,"Black"
"7707",7,"Black"
"7708",8,"Blue"
"7709",9,"Blue"
"7710",10,"Red"
"7711",1,"Red"
"7712",2,"Red"
"7713",3,"Black"
"7714",4,"Black"
"7715",5,"Blue"
"7716",6,"Black"
"7717",7,"Black"
"7718",8,"Black"
"7719",9,"Red"
"7720",10,"Red"
"7721",1,"Blue"
"7722",2,"Black"
"7723",3,"Blue"
"7724",4,"Blue"
"7725",5,"Blue"
"7726",6,"Blue"
"7727",7,"Blue"
"7728",8,"Black"
"7729",9,"Blue"
"7730",10,"Blue"
"7731",1,"Black"
"7732",2,"Black"
"7733",3,"Red"
"7734",4,"Black"
"7735",5,"Red"
"7736",6,"Red"
"7737",7,"Blue"
"7738",8,"Black"
"7739",9,"Blue"
"7740",10,"Red"
"7741",1,"Black"
"7742",2,"Black"
"7743",3,"Blue"
"7744",4,"Blue"
"7745",5,"Black"
"7746",6,"Blue"
"7747",7,"Blue"
"7748",8,"Blue"
"7749",9,"Black"
"7750",10,"Black"
"7751",1,"Black"
"7752",2,"Red"
"7753",3,"Blue"
"7754",4,"Red"
"7755",5,"Red"
"7756",6,"Blue"
"7757",7,"Red"
"7758",8,"Black"
"7759",9,"Black"
"7760",10,"Blue"
"7761",1,"Blue"
"7762",2,"Blue"
"7763",3,"Blue"
"7764",4,"Red"
"7765",5,"Black"
"7766",6,"Black"
"7767",7,"Black"
"7768",8,"Black"
"7769",9,"Red"
"7770",10,"Red"
"7771",1,"Red"
"7772",2,"Blue"
"7773",3,"Red"
"7774",4,"Red"
"7775",5,"Blue"
"7776",6,"Black"
"7777",7,"Red"
"7778",8,"Black"
"7779",9,"Black"
"7780",10,"Black"
"7781",1,"Black"
"7782",2,"Blue"
"7783",3,"Blue"
"7784",4,"Black"
"7785",5,"Blue"
"7786",6,"Black"
"7787",7,"Red"
"7788",8,"Black"
"7789",9,"Blue"
"7790",10,"Red"
"7791",1,"Black"
"7792",2,"Black"
"7793",3,"Blue"
"7794",4,"Blue"
"7795",5,"Black"
"7796",6,"Blue"
"7797",7,"Black"
"7798",8,"Red"
"7799",9,"Black"
"7800",10,"Blue"
"7801",1,"Black"
"7802",2,"Black"
"7803",3,"Black"
"7804",4,"Black"
"7805",5,"Red"
"7806",6,"Black"
"7807",7,"Blue"
"7808",8,"Black"
"7809",9,"Black"
"7810",10,"Black"
"7811",1,"Black"
"7812",2,"Red"
"7813",3,"Black"
"7814",4,"Blue"
"7815",5,"Blue"
"7816",6,"Blue"
"7817",7,"Red"
"7818",8,"Black"
"7819",9,"Black"
"7820",10,"Black"
"7821",1,"Red"
"7822",2,"Blue"
"7823",3,"Black"
"7824",4,"Blue"
"7825",5,"Blue"
"7826",6,"Blue"
"7827",7,"Red"
"7828",8,"Blue"
"7829",9,"Black"
"7830",10,"Red"
"7831",1,"Blue"
"7832",2,"Black"
"7833",3,"Red"
"7834",4,"Red"
"7835",5,"Black"
"7836",6,"Red"
"7837",7,"Blue"
"7838",8,"Blue"
"7839",9,"Blue"
"7840",10,"Blue"
"7841",1,"Red"
"7842",2,"Red"
"7843",3,"Red"
"7844",4,"Black"
"7845",5,"Black"
"7846",6,"Blue"
"7847",7,"Red"
"7848",8,"Blue"
"7849",9,"Red"
"7850",10,"Blue"
"7851",1,"Black"
"7852",2,"Blue"
"7853",3,"Red"
"7854",4,"Blue"
"7855",5,"Black"
"7856",6,"Black"
"7857",7,"Black"
"7858",8,"Red"
"7859",9,"Blue"
"7860",10,"Black"
"7861",1,"Black"
"7862",2,"Red"
"7863",3,"Blue"
"7864",4,"Black"
"7865",5,"Black"
"7866",6,"Blue"
"7867",7,"Black"
"7868",8,"Blue"
"7869",9,"Black"
"7870",10,"Red"
"7871",1,"Red"
"7872",2,"Blue"
"7873",3,"Black"
"7874",4,"Black"
"7875",5,"Red"
"7876",6,"Black"
"7877",7,"Black"
"7878",8,"Black"
"7879",9,"Black"
"7880",10,"Red"
"7881",1,"Black"
"7882",2,"Black"
"7883",3,"Red"
"7884",4,"Black"
"7885",5,"Black"
"7886",6,"Red"
"7887",7,"Red"
"7888",8,"Black"
"7889",9,"Red"
"7890",10,"Blue"
"7891",1,"Black"
"7892",2,"Blue"
"7893",3,"Black"
"7894",4,"Blue"
"7895",5,"Red"
"7896",6,"Blue"
"7897",7,"Black"
"7898",8,"Black"
"7899",9,"Black"
"7900",10,"Red"
"7901",1,"Black"
"7902",2,"Red"
"7903",3,"Black"
"7904",4,"Black"
"7905",5,"Red"
"7906",6,"Red"
"7907",7,"Red"
"7908",8,"Black"
"7909",9,"Blue"
"7910",10,"Blue"
"7911",1,"Black"
"7912",2,"Red"
"7913",3,"Red"
"7914",4,"Blue"
"7915",5,"Black"
"7916",6,"Black"
"7917",7,"Blue"
"7918",8,"Red"
"7919",9,"Red"
"7920",10,"Black"
"7921",1,"Black"
"7922",2,"Black"
"7923",3,"Blue"
"7924",4,"Blue"
"7925",5,"Black"
"7926",6,"Blue"
"7927",7,"Black"
"7928",8,"Black"
"7929",9,"Blue"
"7930",10,"Black"
"7931",1,"Blue"
"7932",2,"Red"
"7933",3,"Red"
"7934",4,"Blue"
"7935",5,"Red"
"7936",6,"Black"
"7937",7,"Red"
"7938",8,"Blue"
"7939",9,"Red"
"7940",10,"Black"
"7941",1,"Red"
"7942",2,"Blue"
"7943",3,"Blue"
"7944",4,"Black"
"7945",5,"Red"
"7946",6,"Red"
"7947",7,"Black"
"7948",8,"Blue"
"7949",9,"Blue"
"7950",10,"Blue"
"7951",1,"Red"
"7952",2,"Black"
"7953",3,"Black"
"7954",4,"Black"
"7955",5,"Black"
"7956",6,"Blue"
"7957",7,"Blue"
"7958",8,"Black"
"7959",9,"Red"
"7960",10,"Red"
"7961",1,"Black"
"7962",2,"Red"
"7963",3,"Black"
"7964",4,"Black"
"7965",5,"Blue"
"7966",6,"Blue"
"7967",7,"Blue"
"7968",8,"Red"
"7969",9,"Black"
"7970",10,"Red"
"7971",1,"Black"
"7972",2,"Red"
"7973",3,"Black"
"7974",4,"Black"
"7975",5,"Blue"
"7976",6,"Red"
"7977",7,"Red"
"7978",8,"Black"
"7979",9,"Blue"
"7980",10,"Black"
"7981",1,"Blue"
"7982",2,"Black"
"7983",3,"Red"
"7984",4,"Red"
"7985",5,"Black"
"7986",6,"Black"
"7987",7,"Blue"
"7988",8,"Black"
"7989",9,"Black"
"7990",10,"Black"
"7991",1,"Black"
"7992",2,"Blue"
"7993",3,"Red"
"7994",4,"Blue"
"7995",5,"Black"
"7996",6,"Black"
"7997",7,"Red"
"7998",8,"Blue"
"7999",9,"Black"
"8000",10,"Red"
"8001",1,"Blue"
"8002",2,"Black"
"8003",3,"Black"
"8004",4,"Black"
"8005",5,"Black"
"8006",6,"Red"
"8007",7,"Blue"
"8008",8,"Red"
"8009",9,"Black"
"8010",10,"Black"
"8011",1,"Black"
"8012",2,"Red"
"8013",3,"Blue"
"8014",4,"Blue"
"8015",5,"Black"
"8016",6,"Red"
"8017",7,"Red"
"8018",8,"Black"
"8019",9,"Black"
"8020",10,"Blue"
"8021",1,"Black"
"8022",2,"Blue"
"8023",3,"Blue"
"8024",4,"Red"
"8025",5,"Black"
"8026",6,"Black"
"8027",7,"Black"
"8028",8,"Red"
"8029",9,"Blue"
"8030",10,"Black"
"8031",1,"Red"
"8032",2,"Blue"
"8033",3,"Black"
"8034",4,"Red"
"8035",5,"Red"
"8036",6,"Red"
"8037",7,"Red"
"8038",8,"Black"
"8039",9,"Black"
"8040",10,"Black"
"8041",1,"Black"
"8042",2,"Red"
"8043",3,"Black"
"8044",4,"Black"
"8045",5,"Black"
"8046",6,"Black"
"8047",7,"Blue"
"8048",8,"Blue"
"8049",9,"Red"
"8050",10,"Black"
"8051",1,"Red"
"8052",2,"Red"
"8053",3,"Blue"
"8054",4,"Red"
"8055",5,"Red"
"8056",6,"Red"
"8057",7,"Black"
"8058",8,"Black"
"8059",9,"Black"
"8060",10,"Black"
"8061",1,"Blue"
"8062",2,"Black"
"8063",3,"Blue"
"8064",4,"Black"
"8065",5,"Black"
"8066",6,"Red"
"8067",7,"Red"
"8068",8,"Black"
"8069",9,"Black"
"8070",10,"Blue"
"8071",1,"Blue"
"8072",2,"Blue"
"8073",3,"Black"
"8074",4,"Red"
"8075",5,"Red"
"8076",6,"Black"
"8077",7,"Black"
"8078",8,"Black"
"8079",9,"Black"
"8080",10,"Red"
"8081",1,"Blue"
"8082",2,"Black"
"8083",3,"Black"
"8084",4,"Black"
"8085",5,"Blue"
"8086",6,"Blue"
"8087",7,"Blue"
"8088",8,"Black"
"8089",9,"Red"
"8090",10,"Black"
"8091",1,"Blue"
"8092",2,"Black"
"8093",3,"Black"
"8094",4,"Blue"
"8095",5,"Blue"
"8096",6,"Black"
"8097",7,"Blue"
"8098",8,"Red"
"8099",9,"Blue"
"8100",10,"Black"
"8101",1,"Black"
"8102",2,"Red"
"8103",3,"Red"
"8104",4,"Red"
"8105",5,"Red"
"8106",6,"Black"
"8107",7,"Black"
"8108",8,"Black"
"8109",9,"Black"
"8110",10,"Black"
"8111",1,"Blue"
"8112",2,"Blue"
"8113",3,"Black"
"8114",4,"Blue"
"8115",5,"Black"
"8116",6,"Red"
"8117",7,"Red"
"8118",8,"Blue"
"8119",9,"Red"
"8120",10,"Red"
"8121",1,"Black"
"8122",2,"Black"
"8123",3,"Black"
"8124",4,"Blue"
"8125",5,"Black"
"8126",6,"Blue"
"8127",7,"Black"
"8128",8,"Red"
"8129",9,"Black"
"8130",10,"Blue"
"8131",1,"Black"
"8132",2,"Black"
"8133",3,"Blue"
"8134",4,"Red"
"8135",5,"Black"
"8136",6,"Black"
"8137",7,"Blue"
"8138",8,"Blue"
"8139",9,"Red"
"8140",10,"Black"
"8141",1,"Black"
"8142",2,"Blue"
"8143",3,"Black"
"8144",4,"Red"
"8145",5,"Black"
"8146",6,"Red"
"8147",7,"Red"
"8148",8,"Black"
"8149",9,"Black"
"8150",10,"Red"
"8151",1,"Red"
"8152",2,"Red"
"8153",3,"Blue"
"8154",4,"Black"
"8155",5,"Red"
"8156",6,"Black"
"8157",7,"Black"
"8158",8,"Black"
"8159",9,"Black"
"8160",10,"Black"
"8161",1,"Blue"
"8162",2,"Red"
"8163",3,"Blue"
"8164",4,"Blue"
"8165",5,"Red"
"8166",6,"Black"
"8167",7,"Blue"
"8168",8,"Red"
"8169",9,"Blue"
"8170",10,"Red"
"8171",1,"Red"
"8172",2,"Black"
"8173",3,"Blue"
"8174",4,"Red"
"8175",5,"Black"
"8176",6,"Blue"
"8177",7,"Red"
"8178",8,"Black"
"8179",9,"Black"
"8180",10,"Black"
"8181",1,"Blue"
"8182",2,"Blue"
"8183",3,"Red"
"8184",4,"Black"
"8185",5,"Red"
"8186",6,"Black"
"8187",7,"Black"
"8188",8,"Black"
"8189",9,"Black"
"8190",10,"Black"
"8191",1,"Blue"
"8192",2,"Blue"
"8193",3,"Black"
"8194",4,"Blue"
"8195",5,"Black"
"8196",6,"Black"
"8197",7,"Red"
"8198",8,"Red"
"8199",9,"Black"
"8200",10,"Black"
"8201",1,"Black"
"8202",2,"Red"
"8203",3,"Black"
"8204",4,"Blue"
"8205",5,"Red"
"8206",6,"Red"
"8207",7,"Blue"
"8208",8,"Red"
"8209",9,"Red"
"8210",10,"Blue"
"8211",1,"Black"
"8212",2,"Black"
"8213",3,"Blue"
"8214",4,"Blue"
"8215",5,"Red"
"8216",6,"Black"
"8217",7,"Red"
"8218",8,"Red"
"8219",9,"Black"
"8220",10,"Blue"
"8221",1,"Black"
"8222",2,"Red"
"8223",3,"Red"
"8224",4,"Blue"
"8225",5,"Blue"
"8226",6,"Black"
"8227",7,"Blue"
"8228",8,"Blue"
"8229",9,"Black"
"8230",10,"Blue"
"8231",1,"Black"
"8232",2,"Black"
"8233",3,"Black"
"8234",4,"Black"
"8235",5,"Blue"
"8236",6,"Black"
"8237",7,"Black"
"8238",8,"Black"
"8239",9,"Black"
"8240",10,"Blue"
"8241",1,"Blue"
"8242",2,"Blue"
"8243",3,"Red"
"8244",4,"Black"
"8245",5,"Black"
"8246",6,"Blue"
"8247",7,"Black"
"8248",8,"Blue"
"8249",9,"Blue"
"8250",10,"Black"
"8251",1,"Black"
"8252",2,"Red"
"8253",3,"Black"
"8254",4,"Blue"
"8255",5,"Red"
"8256",6,"Red"
"8257",7,"Black"
"8258",8,"Red"
"8259",9,"Blue"
"8260",10,"Blue"
"8261",1,"Red"
"8262",2,"Blue"
"8263",3,"Blue"
"8264",4,"Blue"
"8265",5,"Black"
"8266",6,"Blue"
"8267",7,"Red"
"8268",8,"Red"
"8269",9,"Red"
"8270",10,"Black"
"8271",1,"Blue"
"8272",2,"Red"
"8273",3,"Blue"
"8274",4,"Black"
"8275",5,"Black"
"8276",6,"Black"
"8277",7,"Black"
"8278",8,"Black"
"8279",9,"Black"
"8280",10,"Red"
"8281",1,"Black"
"8282",2,"Red"
"8283",3,"Red"
"8284",4,"Blue"
"8285",5,"Black"
"8286",6,"Black"
"8287",7,"Blue"
"8288",8,"Red"
"8289",9,"Black"
"8290",10,"Blue"
"8291",1,"Red"
"8292",2,"Blue"
"8293",3,"Red"
"8294",4,"Black"
"8295",5,"Blue"
"8296",6,"Black"
"8297",7,"Blue"
"8298",8,"Blue"
"8299",9,"Blue"
"8300",10,"Black"
"8301",1,"Black"
"8302",2,"Blue"
"8303",3,"Red"
"8304",4,"Blue"
"8305",5,"Red"
"8306",6,"Black"
"8307",7,"Black"
"8308",8,"Red"
"8309",9,"Black"
"8310",10,"Blue"
"8311",1,"Blue"
"8312",2,"Black"
"8313",3,"Black"
"8314",4,"Blue"
"8315",5,"Blue"
"8316",6,"Black"
"8317",7,"Red"
"8318",8,"Blue"
"8319",9,"Black"
"8320",10,"Red"
"8321",1,"Blue"
"8322",2,"Black"
"8323",3,"Black"
"8324",4,"Black"
"8325",5,"Black"
"8326",6,"Red"
"8327",7,"Black"
"8328",8,"Black"
"8329",9,"Red"
"8330",10,"Black"
"8331",1,"Red"
"8332",2,"Blue"
"8333",3,"Red"
"8334",4,"Blue"
"8335",5,"Black"
"8336",6,"Black"
"8337",7,"Blue"
"8338",8,"Black"
"8339",9,"Red"
"8340",10,"Blue"
"8341",1,"Black"
"8342",2,"Red"
"8343",3,"Black"
"8344",4,"Blue"
"8345",5,"Blue"
"8346",6,"Black"
"8347",7,"Red"
"8348",8,"Blue"
"8349",9,"Black"
"8350",10,"Blue"
"8351",1,"Red"
"8352",2,"Blue"
"8353",3,"Black"
"8354",4,"Red"
"8355",5,"Black"
"8356",6,"Red"
"8357",7,"Black"
"8358",8,"Black"
"8359",9,"Red"
"8360",10,"Black"
"8361",1,"Black"
"8362",2,"Black"
"8363",3,"Black"
"8364",4,"Black"
"8365",5,"Black"
"8366",6,"Red"
"8367",7,"Blue"
"8368",8,"Black"
"8369",9,"Red"
"8370",10,"Black"
"8371",1,"Red"
"8372",2,"Red"
"8373",3,"Black"
"8374",4,"Red"
"8375",5,"Red"
"8376",6,"Red"
"8377",7,"Red"
"8378",8,"Black"
"8379",9,"Black"
"8380",10,"Black"
"8381",1,"Red"
"8382",2,"Blue"
"8383",3,"Red"
"8384",4,"Black"
"8385",5,"Black"
"8386",6,"Blue"
"8387",7,"Red"
"8388",8,"Black"
"8389",9,"Blue"
"8390",10,"Red"
"8391",1,"Blue"
"8392",2,"Black"
"8393",3,"Blue"
"8394",4,"Black"
"8395",5,"Black"
"8396",6,"Black"
"8397",7,"Red"
"8398",8,"Blue"
"8399",9,"Red"
"8400",10,"Blue"
"8401",1,"Black"
"8402",2,"Red"
"8403",3,"Blue"
"8404",4,"Blue"
"8405",5,"Red"
"8406",6,"Black"
"8407",7,"Black"
"8408",8,"Red"
"8409",9,"Black"
"8410",10,"Blue"
"8411",1,"Blue"
"8412",2,"Blue"
"8413",3,"Black"
"8414",4,"Red"
"8415",5,"Black"
"8416",6,"Blue"
"8417",7,"Black"
"8418",8,"Blue"
"8419",9,"Black"
"8420",10,"Blue"
"8421",1,"Blue"
"8422",2,"Black"
"8423",3,"Black"
"8424",4,"Red"
"8425",5,"Blue"
"8426",6,"Red"
"8427",7,"Red"
"8428",8,"Red"
"8429",9,"Black"
"8430",10,"Black"
"8431",1,"Red"
"8432",2,"Black"
"8433",3,"Red"
"8434",4,"Black"
"8435",5,"Blue"
"8436",6,"Red"
"8437",7,"Black"
"8438",8,"Blue"
"8439",9,"Blue"
"8440",10,"Black"
"8441",1,"Black"
"8442",2,"Red"
"8443",3,"Red"
"8444",4,"Red"
"8445",5,"Blue"
"8446",6,"Black"
"8447",7,"Blue"
"8448",8,"Red"
"8449",9,"Black"
"8450",10,"Blue"
"8451",1,"Blue"
"8452",2,"Black"
"8453",3,"Red"
"8454",4,"Blue"
"8455",5,"Black"
"8456",6,"Black"
"8457",7,"Red"
"8458",8,"Red"
"8459",9,"Red"
"8460",10,"Black"
"8461",1,"Black"
"8462",2,"Red"
"8463",3,"Black"
"8464",4,"Red"
"8465",5,"Blue"
"8466",6,"Blue"
"8467",7,"Black"
"8468",8,"Blue"
"8469",9,"Black"
"8470",10,"Black"
"8471",1,"Red"
"8472",2,"Blue"
"8473",3,"Black"
"8474",4,"Blue"
"8475",5,"Blue"
"8476",6,"Red"
"8477",7,"Black"
"8478",8,"Blue"
"8479",9,"Blue"
"8480",10,"Red"
"8481",1,"Red"
"8482",2,"Black"
"8483",3,"Red"
"8484",4,"Black"
"8485",5,"Black"
"8486",6,"Black"
"8487",7,"Black"
"8488",8,"Red"
"8489",9,"Red"
"8490",10,"Blue"
"8491",1,"Red"
"8492",2,"Blue"
"8493",3,"Black"
"8494",4,"Blue"
"8495",5,"Blue"
"8496",6,"Black"
"8497",7,"Black"
"8498",8,"Blue"
"8499",9,"Red"
"8500",10,"Red"
"8501",1,"Blue"
"8502",2,"Blue"
"8503",3,"Blue"
"8504",4,"Blue"
"8505",5,"Black"
"8506",6,"Red"
"8507",7,"Blue"
"8508",8,"Blue"
"8509",9,"Black"
"8510",10,"Blue"
"8511",1,"Black"
"8512",2,"Black"
"8513",3,"Black"
"8514",4,"Black"
"8515",5,"Black"
"8516",6,"Black"
"8517",7,"Red"
"8518",8,"Red"
"8519",9,"Red"
"8520",10,"Blue"
"8521",1,"Red"
"8522",2,"Black"
"8523",3,"Red"
"8524",4,"Red"
"8525",5,"Black"
"8526",6,"Black"
"8527",7,"Black"
"8528",8,"Red"
"8529",9,"Black"
"8530",10,"Red"
"8531",1,"Red"
"8532",2,"Black"
"8533",3,"Black"
"8534",4,"Blue"
"8535",5,"Black"
"8536",6,"Black"
"8537",7,"Black"
"8538",8,"Red"
"8539",9,"Black"
"8540",10,"Blue"
"8541",1,"Red"
"8542",2,"Black"
"8543",3,"Black"
"8544",4,"Blue"
"8545",5,"Blue"
"8546",6,"Blue"
"8547",7,"Black"
"8548",8,"Black"
"8549",9,"Red"
"8550",10,"Red"
"8551",1,"Red"
"8552",2,"Black"
"8553",3,"Blue"
"8554",4,"Red"
"8555",5,"Blue"
"8556",6,"Blue"
"8557",7,"Red"
"8558",8,"Black"
"8559",9,"Red"
"8560",10,"Blue"
"8561",1,"Black"
"8562",2,"Black"
"8563",3,"Red"
"8564",4,"Red"
"8565",5,"Black"
"8566",6,"Blue"
"8567",7,"Black"
"8568",8,"Black"
"8569",9,"Blue"
"8570",10,"Red"
"8571",1,"Blue"
"8572",2,"Black"
"8573",3,"Blue"
"8574",4,"Black"
"8575",5,"Black"
"8576",6,"Black"
"8577",7,"Blue"
"8578",8,"Black"
"8579",9,"Blue"
"8580",10,"Red"
"8581",1,"Red"
"8582",2,"Black"
"8583",3,"Black"
"8584",4,"Blue"
"8585",5,"Red"
"8586",6,"Blue"
"8587",7,"Black"
"8588",8,"Blue"
"8589",9,"Blue"
"8590",10,"Red"
"8591",1,"Black"
"8592",2,"Red"
"8593",3,"Black"
"8594",4,"Red"
"8595",5,"Black"
"8596",6,"Black"
"8597",7,"Red"
"8598",8,"Red"
"8599",9,"Blue"
"8600",10,"Black"
"8601",1,"Blue"
"8602",2,"Black"
"8603",3,"Black"
"8604",4,"Blue"
"8605",5,"Blue"
"8606",6,"Blue"
"8607",7,"Blue"
"8608",8,"Black"
"8609",9,"Red"
"8610",10,"Red"
"8611",1,"Black"
"8612",2,"Black"
"8613",3,"Red"
"8614",4,"Red"
