country,treatment,categorynum,motive_selfimage,motive_harm,motive_detection,motive_reputation,contact_prob_own,reward,reward_prob,reward_USD,exp_reward_USD,socialdesirability,empathy_score,protectedvalues,owner_income,contact_prob_other,lost_wallet,lost_phone,lost_keys,found_wallet,found_phone,found_keys,appro_cheattaxes,appro_keepwallet,appro_claimbenefits,appro_parkdamage,nomoney,midmoney,nokey,highmoney,countryFE,money_in_wallet,money_in_wallet_int,RESTRICTED_SAMPLE
"UK",3,2,10,10,5,10,100,5,.1,7.9117646,.7911765,3.8333333,2.1428571,5.25,0,80,0,0,0,0,0,0,-2,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",2,4,10,2,5,8,70,1,0,1.582353,0,3,2,4.5,0,30.000002,1,0,0,1,0,0,-1,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",4,1,2,10,3,6,80,5,0,7.9117646,0,1.8333334,2,3.25,3,80,1,0,0,0,0,0,-1,-2,-2,-1,0,0,0,1,2,58,1,1
"UK",1,4,5,10,0,1,80,10,.1,15.823529,1.582353,2.1666667,2.1428571,3.75,1,100,0,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",2,2,10,10,5,5,100,1,.69999999,1.582353,1.1076471,2.1666667,2.7142856,4,0,0,0,0,1,1,1,1,-2,-2,-2,-2,0,0,1,0,2,,0,0
"UK",1,1,10,10,0,10,100,5,.5,7.9117646,3.9558823,3.6666667,2.2857144,5.25,1,50,1,1,0,0,0,0,-2,-2,-2,-2,0,1,0,0,2,58.5,0,0
"UK",4,5,10,8,10,8,80,10,.60000002,15.823529,9.4941177,2.8333333,2.1428571,3.75,0,50,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,2,58.5,1,1
"UK",4,3,10,7,9,10,100,10,.2,15.823529,3.164706,.5,2.1428571,4.5,2,80,1,1,0,0,1,0,-1,-2,-2,-2,0,0,0,1,2,85.5,0,0
"UK",1,4,9,6,1,4,100,7,0,11.07647,0,1.6666666,2.1428571,3,2,70,1,1,1,1,0,1,1,1,-2,-1,0,1,0,0,2,8.5,1,1
"UK",4,2,10,10,10,10,100,5,0,7.9117646,0,2.8333333,2.1428571,4.5,2,50,1,0,1,0,1,1,-2,-2,-2,-2,0,0,0,1,2,58.5,1,1
"UK",2,1,0,0,0,0,0,0,0,0,0,4.1666665,1.8571428,4.5,2,50,0,0,0,1,0,0,2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",1,5,10,10,8,0,100,1,.2,1.582353,.31647059,3.3333333,2,5.25,0,60.000004,0,1,1,0,0,0,1,1,-2,-1,0,1,0,0,2,8.5,1,1
"UK",2,2,9,3,10,8,90,2,0,3.164706,0,1.6666666,1.8571428,3.25,1,50,0,1,0,0,0,0,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",3,1,10,10,0,10,100,5,0,7.9117646,0,2.5,2.1428571,4,0,100,1,0,0,1,1,1,-1,-2,-2,-1,1,0,0,0,2,0,1,1
"UK",3,4,5,8,0,2,80,5,0,7.9117646,0,2,1.8571428,3,0,20,1,0,0,0,0,0,-1,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",2,1,10,5,10,0,100,0,0,0,0,4,2.4285715,4.5,1,70,1,0,1,1,1,0,-1,-1,-1,-2,0,0,1,0,2,8.5,1,1
"UK",4,5,10,10,10,10,100,100,.69999999,158.23529,110.7647,3.8333333,2.7142856,3.25,0,90,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,2,0,0,0
"UK",2,2,10,8,2,10,100,2,0,3.164706,0,2.3333333,2,3.25,2,90,0,0,0,1,1,1,-1,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",1,2,5,8,3,7,90,2,0,3.164706,0,2.6666667,2,3.5,1,70,0,0,0,0,1,0,-1,-2,-1,-1,0,1,0,0,2,8.5,1,1
"UK",1,1,8,8,5,5,100,5,0,7.9117646,0,2.6666667,2.1428571,4.25,1,20,1,1,1,0,0,0,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",2,5,9,8,5,4,100,1,0,1.582353,0,3.1666667,1.7142857,4.5,1,50,1,0,1,1,0,0,-2,-1,-2,-1,0,0,1,0,2,8.5,1,1
"UK",1,5,10,7,10,10,100,0,0,0,0,2.8333333,1.7142857,5,1,70,1,0,0,0,0,0,1,-2,-1,-1,0,1,0,0,2,8.5,1,1
"UK",2,3,6,4,8,6,60.000004,2,.1,3.164706,.31647059,2.8333333,2.4285715,3.5,1,30.000002,1,1,0,1,0,0,1,-1,-1,1,0,0,1,0,2,8.5,1,1
"UK",4,3,10,9,1,7,100,5,.30000001,7.9117646,2.3735294,2.3333333,2,4.5,2,50,0,0,0,0,0,0,-1,-2,-1,-1,0,0,0,1,2,58.5,1,1
"UK",1,3,10,8,10,10,100,5,0,7.9117646,0,3.1666667,2.1428571,4.25,0,50,1,0,1,1,0,0,1,-2,-2,1,0,1,0,0,2,8.5,1,1
"UK",4,2,10,10,5,10,100,5,0,7.9117646,0,2.1666667,1.8571428,5.25,2,80,0,0,0,0,0,0,2,-1,1,1,0,0,0,1,2,58.6,1,1
"UK",1,4,8,7,5,6,50,10,0,15.823529,0,2.5,1.7142857,4.25,1,50,0,0,0,1,0,0,-1,-1,-2,-1,0,1,0,0,2,0,0,0
"UK",2,4,5,7,2,7,70,10,0,15.823529,0,2.3333333,1.8571428,3.75,2,30.000002,0,0,0,0,0,0,-1,-2,-2,-1,0,0,1,0,2,0,0,0
"UK",4,1,10,8,10,10,100,0,0,0,0,2.3333333,1.2857143,4.25,0,50,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,2,35,0,0
"UK",2,3,0,10,0,10,100,5,0,7.9117646,0,2.8333333,2.2857144,3,0,100,1,0,1,1,1,1,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",1,3,7,10,7,5,100,5,0,7.9117646,0,3.3333333,1.5714285,5.75,2,90,0,0,0,0,0,0,-2,-2,-2,-1,0,1,0,0,2,8.5,1,1
"UK",2,4,8,3,2,5,100,2,0,3.164706,0,2.5,1.8571428,1.5,1,40,0,0,1,1,0,1,2,-1,-1,1,0,0,1,0,2,8.5,1,1
"UK",2,2,1,2,0,0,50,5,0,7.9117646,0,1.8333334,1.8571428,3,2,50,0,1,0,0,0,0,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",1,2,10,10,10,10,100,13,0,20.570589,0,2.8333333,2,3.25,2,50,0,1,0,0,1,0,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",1,4,10,10,5,10,100,1,0,1.582353,0,4.5,2.2857144,4.25,-1,50,0,1,1,0,0,1,-2,-2,-2,-2,0,1,0,0,2,8,1,1
"UK",4,3,5,7,0,2,50,20,.2,31.647058,6.329412,1.5,1.7142857,4,2,0,0,0,0,1,0,0,-2,-1,-2,-1,0,0,0,1,2,58,1,1
"UK",3,1,0,8,0,1,90,5,.1,7.9117646,.7911765,3,2.1428571,5.25,2,10,0,0,0,0,0,0,-1,-2,-1,-2,1,0,0,0,2,0,1,1
"UK",2,5,10,6,4,10,100,1,.1,1.582353,.1582353,3,2.1428571,5.75,-1,80,1,0,0,1,0,0,1,-1,-1,-1,0,0,1,0,2,8.300000000000001,1,1
"UK",1,1,10,10,10,5,100,5,0,7.9117646,0,3.3333333,2,5.75,0,10,0,0,0,0,0,1,1,1,1,1,0,1,0,0,2,58.5,0,0
"UK",1,2,10,5,10,10,90,5,0,7.9117646,0,2.6666667,1.8571428,5.25,0,80,0,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",2,2,8,9,0,9,90,1,.1,1.582353,.1582353,1.5,2.5714285,2.75,-1,10,1,1,1,0,1,1,-2,-2,-1,-2,0,0,1,0,2,8,1,1
"UK",2,4,7,8,5,5,20,1,0,1.582353,0,2.3333333,2.2857144,3,0,20,0,0,0,0,0,0,-1,-2,-1,-1,0,0,1,0,2,8.5,1,1
"UK",1,5,10,9,2,7,100,1,.2,1.582353,.31647059,2.1666667,1.8571428,4.25,-1,70,1,0,0,0,0,0,-1,-2,-2,-1,0,1,0,0,2,8.5,1,1
"UK",3,5,9,5,10,5,80,5,0,7.9117646,0,3.8333333,2.2857144,5.75,2,30.000002,1,0,0,0,0,0,1,1,-2,1,1,0,0,0,2,0,1,1
"UK",2,4,6,3,5,4,20,1,0,1.582353,0,1.3333334,1.8571428,3.25,1,30.000002,0,0,0,1,1,1,-1,-1,-2,-1,0,0,1,0,2,8.5,1,1
"UK",4,5,10,10,0,10,100,0,0,0,0,4.3333335,2.5714285,3,3,90,1,0,0,1,1,1,-2,-2,-2,-1,0,0,0,1,2,58.5,1,1
"UK",2,5,10,7,10,10,100,1,0,1.582353,0,4.6666665,2,3,2,0,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",1,4,10,10,8,10,100,0,0,0,0,.33333334,2,3.25,1,50,0,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",3,2,5,10,5,10,100,5,.1,7.9117646,.7911765,3.3333333,1.8571428,5,2,40,0,0,0,0,0,1,-2,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",3,4,0,5,0,0,80,0,0,0,0,1.6666666,2.1428571,4.25,3,80,0,0,0,1,1,1,1,-2,-2,1,1,0,0,0,2,0,1,1
"UK",2,2,8,9,1,4,90,0,0,0,0,2,2.4285715,3,0,40,1,1,1,0,0,0,1,-2,-2,-1,0,0,1,0,2,8.5,1,1
"UK",1,4,10,9,5,10,100,0,0,0,0,4.3333335,2,4.75,1,90,1,1,1,0,0,0,-2,-2,-2,-2,0,1,0,0,2,6.57,0,0
"UK",1,1,10,10,0,0,100,7,0,11.07647,0,3.8333333,2.2857144,3.5,1,70,0,1,1,0,0,1,-1,-2,-1,-1,0,1,0,0,2,8.5,1,1
"UK",2,4,10,5,0,0,90,1,0,1.582353,0,3.3333333,1.5714285,3.75,1,50,1,0,1,1,0,1,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",2,3,10,6,10,10,100,0,0,0,0,3.6666667,2.1428571,5.75,1,50,0,0,0,0,1,0,-1,-1,-1,-1,0,0,1,0,2,8.5,1,1
"UK",3,2,6,7,5,6,20,2,.1,3.164706,.31647059,1.8333334,2,3.5,1,10,0,0,0,0,0,0,-1,-1,-1,-1,1,0,0,0,2,0,1,1
"UK",4,3,6,8,5,0,100,10,.2,15.823529,3.164706,2,1.5714285,3,0,70,1,0,0,0,0,1,-2,-2,-2,-1,0,0,0,1,2,57,0,0
"UK",2,1,10,3,10,10,100,8,.1,12.658824,1.2658824,2.3333333,1.7142857,4.75,2,60.000004,1,1,1,1,1,1,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",4,3,6,9,5,7,80,5,.1,7.9117646,.7911765,2.5,2,3.5,1,80,0,0,0,0,0,0,-1,-2,-2,-1,0,0,0,1,2,0,0,0
"UK",4,1,10,10,10,10,100,10,.1,15.823529,1.582353,3,1.5714285,6,2,50,0,0,0,1,0,0,-2,-2,-2,-2,0,0,0,1,2,58.43,1,1
"UK",2,5,6,3,2,0,90,1,0,1.582353,0,2.3333333,2.2857144,3.75,1,20,1,1,1,0,0,0,-2,-2,-2,-1,0,0,1,0,2,8,1,1
"UK",2,3,7,3,5,8,100,5,.1,7.9117646,.7911765,3.6666667,2,4.75,2,70,0,0,0,0,0,0,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",2,4,10,9,5,8,100,10,.2,15.823529,3.164706,3.1666667,2,3,2,10,1,1,1,1,0,1,-2,-2,-2,-1,0,0,1,0,2,8.5,1,1
"UK",1,5,10,6,8,10,100,5,0,7.9117646,0,2.5,2.2857144,5.25,1,10,0,0,0,0,0,0,-1,-2,-2,-1,0,1,0,0,2,5.64,0,0
"UK",2,4,5,6,7,7,60.000004,1,.2,1.582353,.31647059,1.6666666,2.1428571,3,1,50,0,0,1,1,1,1,-1,-1,-1,-1,0,0,1,0,2,8.5,1,1
"UK",2,3,0,1,10,10,100,1,0,1.582353,0,3.5,2.5714285,3.5,1,50,0,0,0,1,1,0,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",4,5,10,10,5,10,100,5,0,7.9117646,0,1.6666666,1.4285715,4.5,0,100,0,0,1,0,1,0,-2,-2,-2,-2,0,0,0,1,2,58.5,1,1
"UK",1,4,10,10,0,10,100,5,0,7.9117646,0,1.6666666,2,3,0,70,0,0,0,0,0,0,-2,-2,-2,-1,0,1,0,0,2,8.5,1,1
"UK",1,5,8,8,8,2,50,2,0,3.164706,0,2.6666667,2.4285715,3.25,2,10,1,0,0,0,0,1,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",3,4,8,6,5,8,100,10,.1,15.823529,1.582353,2.5,2,3.25,1,60.000004,1,0,1,0,0,1,-1,-2,-2,-1,1,0,0,0,2,0,1,1
"UK",4,4,10,10,10,10,100,5,0,7.9117646,0,4.5,2.5714285,5.75,1,100,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,2,58,1,1
"UK",2,5,8,9,7,8,100,20,.5,31.647058,15.823529,3.6666667,2.1428571,2.75,-1,100,0,0,0,1,1,0,-2,-2,-2,-2,0,0,1,0,2,5,0,0
"UK",1,3,9,8,0,0,100,5,.1,7.9117646,.7911765,1.6666666,1.7142857,2.75,2,90,0,0,0,0,0,0,-1,-2,-2,-1,0,1,0,0,2,58,0,0
"UK",4,4,5,8,2,8,80,10,.2,15.823529,3.164706,2,2,3,1,70,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,2,58.3,1,1
"UK",1,5,0,10,0,10,100,20,0,31.647058,0,3.5,2,6,0,70,0,0,1,1,0,0,-2,-2,-2,-2,0,1,0,0,2,3.8,0,0
"UK",1,5,10,7,0,8,100,2,0,3.164706,0,3,2.1428571,3.25,2,50,0,0,0,0,1,1,-1,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",1,1,10,10,9,7,100,0,0,0,0,3.8333333,1.8571428,5.25,1,70,1,0,1,1,0,1,-2,-2,-2,-1,0,1,0,0,2,8.5,1,1
"UK",4,3,10,5,5,6,100,20,.30000001,31.647058,9.4941177,3.3333333,2.2857144,4.5,0,50,1,0,1,1,0,1,-2,-2,-2,-2,0,0,0,1,2,58.26,1,1
"UK",3,1,8,9,2,5,100,5,0,7.9117646,0,3.3333333,1.8571428,4.75,1,90,0,0,1,1,1,1,-2,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",3,4,10,10,0,0,100,1,0,1.582353,0,1.5,2,5,1,50,1,0,1,0,0,0,-1,-2,-2,-1,1,0,0,0,2,0,1,1
"UK",3,5,0,8,0,3,90,20,.1,31.647058,3.164706,.83333331,2.1428571,1.5,1,50,0,0,1,1,0,0,1,-2,-1,-1,1,0,0,0,2,0,1,1
"UK",1,4,7,7,4,7,100,10,.1,15.823529,1.582353,2.5,1.8571428,3.5,1,80,0,0,0,0,0,0,-2,-1,-1,-1,0,1,0,0,2,8.5,1,1
"UK",1,2,10,10,2,10,10,40,.2,63.294117,12.658824,4,2.2857144,5.75,1,80,0,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",2,4,10,10,1,10,100,0,0,0,0,3.6666667,2,6,0,50,1,0,1,1,0,1,1,-2,-1,-1,0,0,1,0,2,8.529999999999999,1,1
"UK",1,3,10,10,10,10,100,2,.1,3.164706,.31647059,3.6666667,2.2857144,3.25,-1,50,1,0,0,0,0,1,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",4,4,10,8,9,10,100,10,.1,15.823529,1.582353,3.6666667,3,3.25,1,50,0,0,1,0,1,0,-2,-2,-2,-1,0,0,0,1,2,58,1,1
"UK",2,4,10,10,7,10,100,0,0,0,0,2.5,2.2857144,5,0,70,0,1,0,0,0,0,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",4,2,10,8,10,9,90,5,0,7.9117646,0,4,1.8571428,3.5,2,10,0,0,0,0,0,0,-2,-2,-2,-2,0,0,0,1,2,52,0,0
"UK",2,3,10,10,10,10,100,2,0,3.164706,0,3.3333333,2.2857144,3.25,3,100,0,0,1,1,0,0,-1,-1,-1,-1,0,0,1,0,2,8.5,1,1
"UK",3,4,10,8,9,9,100,100,.5,158.23529,79.117645,3.1666667,2,5.5,2,60.000004,0,0,0,1,0,0,-2,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",2,1,5,5,5,5,70,10,1,15.823529,15.823529,1.6666666,2,3,0,60.000004,1,0,0,0,0,0,1,1,1,1,0,0,1,0,2,35,0,0
"UK",2,3,10,10,5,5,100,5,0,7.9117646,0,2.8333333,2.1428571,4,0,50,1,1,1,0,1,0,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",1,5,10,10,5,5,100,2,0,3.164706,0,3.5,2.4285715,4.75,-3,50,0,0,0,1,0,0,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",4,2,10,10,10,10,100,5,.30000001,7.9117646,2.3735294,3.5,2.2857144,3.5,1,80,1,0,1,1,0,0,-2,-2,-2,-2,0,0,0,1,2,58.5,1,1
"UK",2,4,5,2,3,4,90,1,.2,1.582353,.31647059,1.5,2.2857144,4.25,0,60.000004,0,0,1,1,1,1,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",3,2,9,10,8,9,100,10,.40000001,15.823529,6.329412,3.3333333,2.2857144,3,1,90,0,0,0,1,0,0,-2,-2,-2,-1,1,0,0,0,2,0,1,1
"UK",1,4,7,8,3,5,70,5,.1,7.9117646,.7911765,1.5,2.1428571,3.25,-1,70,0,0,0,1,0,0,-1,-2,-2,-1,0,1,0,0,2,8.56,1,1
"UK",3,5,6,6,7,7,100,10,.30000001,15.823529,4.7470589,1.6666666,1.7142857,3,1,60.000004,0,0,0,0,0,0,-1,-2,-1,1,1,0,0,0,2,0,1,1
"UK",2,2,9,3,0,7,100,5,0,7.9117646,0,1.1666666,1.5714285,2.75,1,50,0,0,0,0,1,1,-2,-2,-2,-1,0,0,1,0,2,8.5,1,1
"UK",1,3,7,6,8,8,70,5,.69999999,7.9117646,5.5382352,2,2.5714285,3,1,40,1,0,0,0,0,0,-1,1,2,2,0,1,0,0,2,2.55,0,0
"UK",3,3,5,5,5,5,80,10,0,15.823529,0,2.5,2,3,1,80,1,0,0,0,1,1,-2,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",1,4,10,5,0,0,100,5,.1,7.9117646,.7911765,3,1.8571428,4,2,50,1,0,1,0,0,0,1,1,1,1,0,1,0,0,2,5,0,0
"UK",4,3,7,5,4,4,50,20,.2,31.647058,6.329412,1.8333334,2.1428571,3,0,70,0,1,0,1,0,0,-1,-1,-1,1,0,0,0,1,2,58.5,1,1
"UK",1,1,8,10,1,8,100,5,.60000002,7.9117646,4.7470589,3.5,1.8571428,3,2,0,0,0,0,0,0,0,-2,-2,-2,-1,0,1,0,0,2,8.5,1,1
"UK",2,5,6,5,3,3,90,4,.1,6.329412,.63294119,1,2.1428571,3.75,1,90,1,0,1,0,0,0,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",2,1,5,3,2,8,100,1,0,1.582353,0,4,2,4.5,-1,0,0,1,0,0,0,0,-2,1,-2,-2,0,0,1,0,2,8.5,1,1
"UK",4,2,10,7,6,8,100,5,.69999999,7.9117646,5.5382352,3.5,2,3.5,0,90,1,0,0,1,0,0,-2,-2,-2,-2,0,0,0,1,2,58,1,1
"UK",1,1,9,7,9,9,100,5,.1,7.9117646,.7911765,2.5,2.4285715,3,1,80,0,0,0,0,0,1,-2,1,-2,-2,0,1,0,0,2,8.5,1,1
"UK",1,1,9,10,9,8,100,10,.69999999,15.823529,11.07647,4,2.2857144,4.5,1,80,1,1,1,1,1,1,-2,-2,-2,-2,0,1,0,0,2,8.42,1,1
"UK",1,4,10,10,10,10,100,1,.1,1.582353,.1582353,2.8333333,1.7142857,4.5,1,50,0,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",1,1,9,5,9,9,100,0,0,0,0,3.3333333,2.4285715,4,0,100,1,0,1,1,1,1,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",1,3,10,6,0,5,100,0,0,0,0,3.3333333,1.7142857,5.5,0,50,0,0,1,0,0,1,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",1,1,9,6,6,8,100,0,0,0,0,2.6666667,2.1428571,4,2,80,0,0,0,0,0,0,-1,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",1,2,10,10,10,10,100,10,0,15.823529,0,2.6666667,2.1428571,4.25,1,60.000004,0,0,0,0,0,1,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",2,5,10,3,1,10,100,5,.5,7.9117646,3.9558823,2.1666667,2,4.25,2,50,0,0,1,1,1,1,1,-1,-1,-1,0,0,1,0,2,8.5,1,1
"UK",4,5,10,10,9,10,100,10,.1,15.823529,1.582353,2.8333333,2.1428571,4.75,1,70,0,0,0,0,0,0,-1,-2,-2,-2,0,0,0,1,2,58,1,1
"UK",4,4,2,6,6,8,10,2,.1,3.164706,.31647059,1.8333334,2,3,0,20,0,0,1,1,1,1,-1,1,-1,1,0,0,0,1,2,57.08,0,0
"UK",2,5,10,10,3,8,100,13,.5,20.570589,10.285295,3.6666667,2.2857144,4.75,2,0,1,1,1,0,0,0,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",1,1,0,9,0,0,100,0,0,0,0,3.8333333,2.1428571,3.25,3,30.000002,0,0,1,1,1,1,1,-1,1,1,0,1,0,0,2,8,1,1
"UK",1,5,10,10,0,9,100,2,.30000001,3.164706,.94941181,3.6666667,2.4285715,3.75,0,50,0,0,0,0,0,0,-2,-2,-2,-1,0,1,0,0,2,8.5,1,1
"UK",4,3,10,6,0,0,90,5,.2,7.9117646,1.582353,2.5,1.7142857,4.25,0,80,0,0,1,1,1,1,2,-2,1,1,0,0,0,1,2,58.4,1,1
"UK",2,2,10,10,0,0,100,5,0,7.9117646,0,3,2,4.5,0,70,0,0,0,0,1,0,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",4,4,10,10,10,10,100,10,0,15.823529,0,4.3333335,2.8571429,4.75,2,100,0,0,1,1,0,0,-2,-2,-2,-2,0,0,0,1,2,58.5,1,1
"UK",1,5,10,8,9,9,100,0,0,0,0,2.8333333,2.2857144,4.5,-1,100,1,0,0,1,0,0,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",3,2,10,10,5,8,100,0,0,0,0,2.6666667,2.5714285,4,-2,60.000004,0,0,0,0,0,0,-2,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",3,4,10,10,7,6,100,10,.1,15.823529,1.582353,3.5,2,6,2,90,0,0,0,0,0,0,-1,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",3,3,0,8,0,5,50,1,0,1.582353,0,3.3333333,1.5714285,4.75,1,60.000004,0,0,0,0,0,0,-2,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",4,3,4,8,3,5,90,20,.2,31.647058,6.329412,3.1666667,2.2857144,3,1,60.000004,0,0,0,1,0,0,-2,-2,-2,-1,0,0,0,1,2,0,0,0
"UK",2,4,9,2,1,9,100,1,.2,1.582353,.31647059,3.5,2.1428571,4.5,2,80,0,0,0,1,1,0,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",2,2,10,7,10,10,100,1,0,1.582353,0,4.1666665,2.2857144,6,1,90,1,0,0,0,1,0,-2,-2,-2,-2,0,0,1,0,2,8.5,1,1
"UK",4,5,10,9,9,10,100,5,.1,7.9117646,.7911765,3.1666667,2.2857144,5.5,2,50,1,1,0,0,0,0,-1,-1,-1,-1,0,0,0,1,2,58.5,1,1
"UK",1,1,10,8,0,3,100,5,.1,7.9117646,.7911765,2.3333333,2.1428571,4,0,90,0,0,0,1,0,0,-1,-1,-1,-1,0,1,0,0,2,6,0,0
"UK",2,2,10,5,10,10,100,1,.1,1.582353,.1582353,4.1666665,2.2857144,5.75,0,60.000004,0,0,0,0,0,1,1,-1,-1,1,0,0,1,0,2,8.5,1,1
"UK",2,5,6,7,7,8,70,12.1,.69999999,19.146471,13.40253,2.3333333,2,2.75,1,60.000004,0,0,0,0,0,0,1,-1,1,1,0,0,1,0,2,11,0,0
"UK",1,5,8,10,4,6,80,13,.5,20.570589,10.285295,1.8333334,1.7142857,3.25,0,80,0,0,0,0,0,1,-2,-1,-2,-1,0,1,0,0,2,8.5,1,1
"UK",1,2,10,10,6,8,100,0,.1,0,0,3.6666667,2.2857144,5.5,1,50,0,0,0,0,1,0,-1,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",3,3,8,10,8,8,80,5,0,7.9117646,0,2.6666667,2.4285715,3.25,2,80,0,0,0,0,0,0,-1,-2,-2,-1,1,0,0,0,2,0,1,1
"UK",1,1,10,9,5,10,100,2,.2,3.164706,.63294119,2.6666667,2,3.75,0,100,1,0,0,0,0,0,1,-1,-1,-1,0,1,0,0,2,8.5,1,1
"UK",3,2,3,6,1,7,100,20,.5,31.647058,15.823529,4.3333335,1.7142857,4.5,2,90,0,0,0,0,0,0,-2,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",2,5,3,1,1,3,80,0,0,0,0,4.3333335,1.5714285,3.25,2,20,0,0,0,0,0,0,-2,-1,-2,-2,0,0,1,0,2,8.5,1,1
"UK",3,4,10,10,0,0,100,5,0,7.9117646,0,2.1666667,2.2857144,6,0,100,0,1,0,0,0,0,-2,-2,-2,-2,1,0,0,0,2,0,1,1
"UK",4,1,9,7,1,7,100,5,.30000001,7.9117646,2.3735294,3.1666667,1.8571428,5.5,1,70,0,0,1,1,1,0,-2,-2,-2,-1,0,0,0,1,2,8.5,0,0
"UK",4,5,8,6,4,6,100,10,.1,15.823529,1.582353,4.1666665,2,5.5,2,50,0,0,0,1,0,1,-2,-2,-2,-2,0,0,0,1,2,58.5,1,1
"UK",1,4,10,9,10,10,100,0,0,0,0,2.8333333,2.1428571,6,1,10,1,0,0,0,1,0,-1,-2,-2,-2,0,1,0,0,2,8,1,1
"UK",4,4,10,10,9,9,100,32,.89999998,50.635296,45.571766,2.6666667,2.5714285,3.25,3,100,1,1,0,0,1,0,1,2,2,2,0,0,0,1,2,345,0,0
"UK",4,1,9,10,7,7,80,5,0,7.9117646,0,1.8333334,2,4.5,0,80,1,1,0,0,1,0,-2,-2,-2,-1,0,0,0,1,2,58,1,1
"UK",1,4,9,5,7,6,100,3,.40000001,4.7470589,1.8988236,2,2,2.5,1,80,0,1,0,0,0,0,-1,-2,-2,-1,0,1,0,0,2,8.5,1,1
"UK",2,5,10,6,2,8,80,2,.5,3.164706,1.582353,2.3333333,2,3.75,2,70,1,0,0,0,0,0,-2,-2,-2,-1,0,0,1,0,2,8.5,1,1
"UK",4,5,10,10,10,10,100,5,.5,7.9117646,3.9558823,4.6666665,2.2857144,6,-3,30.000002,1,1,1,1,1,1,-2,-2,-2,-2,0,0,0,1,2,58.5,1,1
"UK",1,2,0,7,10,10,100,5,0,7.9117646,0,3.3333333,2.1428571,3.5,2,80,0,0,0,0,0,0,-2,-2,-2,-2,0,1,0,0,2,8.5,1,1
"UK",2,3,2,8,4,7,90,8,.1,12.658824,1.2658824,2,2,3.75,1,70,1,1,1,0,0,0,-2,-2,-2,-1,0,0,1,0,2,8.5,1,1
"UK",3,1,6,7,6,5,80,5,.5,7.9117646,3.9558823,1.8333334,2.1428571,3,0,80,0,0,1,0,1,1,-1,-1,-1,-1,1,0,0,0,2,0,1,1
